Nom_Fr,Nom_Ar,apports,id_barrage,lachers,stock,cumul_mensuel_apports,cumul_annuel_apports,cumul_mensuel_lachers,cumul_annuel_lachers,moy_mois,cumul_annee_prec,moy_periode,stock_annee_prec,Cap_tot_act,Cote,Cap_tot_init,fonctionnel,Annee_prod,Latitude,Longitude,Bassin_versant,Date
harka,الحركة,0.0453746,35,0.0,28.7739,0.453724,3.11254,0.0,0.0,2.95,,3.82,,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2021-11-18 00:00:00
siliana,سليانـــــــة,0.00260764,14,0.0,2.64346,0.0876819,1.55267,0.0,0.0,3.5364,4.98722,8.36878,6.74889,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2021-11-18 00:00:00
lakhmess,لخمـــــــاس,0.00108056,15,0.000362,1.33365,0.024952,0.212284,0.007282,0.127993,1.11476,0.356105,2.96094,2.66774,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2021-11-18 00:00:00
rmil,الرميـــــــل,0.000690638,16,0.0,0.6488,0.0228368,0.37095,0.0144,0.027607,2.37744,0.894256,2.71639,0.935,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2021-11-18 00:00:00
birmcherga,بئر المشارقـــة,0.0,17,0.004,21.902,0.204246,0.814304,0.072,0.316,2.40353,2.55818,6.38945,28.4462,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2021-11-18 00:00:00
rmel,الرمــــــل,0.00201083,18,0.0,0.963022,0.0532769,0.416452,0.0,0.0,1.88084,0.449726,4.51797,1.84956,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2021-11-18 00:00:00
nebhana,نبهانــــــة,0.0,19,0.0,1.8046,0.0153613,0.102431,0.0,0.0,2.10584,2.22546,6.06942,7.1982,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2021-11-18 00:00:00
sidisaad,سيدي سعـــد,0.0223265,20,0.00516,30.08,0.265921,1.53369,0.053235,0.870328,4.64861,18.3687,18.3723,57.4933,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2021-11-18 00:00:00
elhaouareb,هـــــــوارب,0.00357576,21,0.0,0.300336,0.0702453,0.361222,0.00612,0.00612,1.44806,5.27843,5.92315,1.24,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2021-11-18 00:00:00
sficifa,سفيسيفة,0.000718307,22,0.0,1.96426,0.0136115,0.112757,0.0,0.0,6.208,0.16746,8.3788,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2021-11-18 00:00:00
sidiach,سيدي يعيــــش,0.00181125,23,0.0,1.337,0.0336375,0.594835,0.0,0.202,0.0535782,0.0,1.3443,2.42152,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2021-11-18 00:00:00
elbrek,البــــــــرك,0.000620063,24,0.0,0.07,0.0124825,0.585577,0.0,0.0,0.154071,0.434532,1.0574,0.09,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2021-11-18 00:00:00
bezirk,بزيـــــــغ,0.00127725,25,0.0,1.809,0.0216328,1.32088,0.0,0.221,0.739386,0.230056,1.23292,1.182,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2021-11-18 00:00:00
chiba,شيبـــــــة,0.00132672,26,0.0,0.99636,0.132402,0.96097,0.0,0.053721,0.876322,0.0799956,1.59541,0.43066,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2021-11-18 00:00:00
masri,مصــــــري,0.000874549,27,0.0,4.87772,0.0400866,0.266121,0.095445,0.25357,0.53555,0.272968,1.07635,4.58799,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2021-11-18 00:00:00
lebna,لبنــــــــة,0.00874325,28,0.004,6.70693,1.01452,2.47984,0.061,0.535967,2.41617,0.795203,3.19622,11.6243,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2021-11-18 00:00:00
hma,الحمـــــى,0.0,29,0.0,0.815588,0.00373823,0.0703174,0.0,0.0,0.258733,0.0172656,0.695948,0.602764,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2021-11-18 00:00:00
abid,العبيـــــــد,0.000418265,30,0.0,3.40652,0.14264,2.64472,0.0,0.1213,1.04079,0.214631,1.137,3.80756,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2021-11-18 00:00:00
mellegue,مـــــلاق,0.0,1,0.02,14.7645,1.13412,10.1747,0.3058,1.791,14.3448,20.7888,66.4275,14.0669,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2021-11-17 00:00:00
sarrat,سراط,0.00119354,36,0.0,8.57806,0.186255,6.32102,0.054121,2.48897,3.098,,6.29153,,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2021-11-17 00:00:00
benmetir,بنيمطيــر,0.0,2,0.02246,9.04124,0.00431622,1.86787,0.38182,1.81039,2.85609,0.186498,2.54283,18.8714,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2021-11-17 00:00:00
kasseb,كســاب,0.0294552,3,0.081216,20.0099,0.542841,2.22146,1.42733,6.69773,3.56234,0.561489,3.37166,30.1496,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2021-11-17 00:00:00
barbara,بربرة,0.00539381,4,0.0,40.9531,0.359858,12.1082,0.107484,10.1932,6.0035,1.79698,5.07174,42.6525,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2021-11-17 00:00:00
sidisalem,سيدي ســــالم,0.153148,5,0.34526,95.9543,3.66409,13.2452,6.25102,42.5793,14.0,16.265,34.5663,233.787,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2021-11-17 00:00:00
bouheurtma,بو هرتمـــــه,0.0272316,6,0.17166,18.4291,0.22316,5.9717,2.32813,14.4076,4.76869,1.92819,5.39728,19.497,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2021-11-17 00:00:00
joumine,جوميــــــن,0.0183447,7,0.095889,27.1772,0.752892,4.76378,1.69164,8.30478,3.36585,0.895228,3.60816,26.6661,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2021-11-17 00:00:00
ghezala,غزالـــــــة,0.0151364,8,0.0,4.30457,0.0958306,0.43745,0.0,0.6515,0.368189,0.193376,0.489732,4.55505,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2021-11-17 00:00:00
melah,المالح,0.00824066,33,0.0,5.8474,0.264403,3.1238,0.0,0.0,2.26,0.0024611,3.02067,10.596,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2021-11-17 00:00:00
tine,الطين,0.00148932,34,0.0,4.15,0.0414886,0.908531,0.0,0.0,1.67,,2.99633,8.255,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2021-11-17 00:00:00
sejnane,سجنــــــان,0.379174,9,0.730519,96.861,3.90649,24.492,12.422,56.7673,10.0996,13.2857,9.00512,85.4295,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2021-11-17 00:00:00
zarga,الزرقة,0.0017505,10,0.0,12.0,0.0383225,1.70468,0.1841,2.2878,1.72,0.120074,1.38467,12.968,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2021-11-17 00:00:00
kebir,الكبير,0.0080912,31,0.0,5.6504,0.135317,1.69923,0.0,1.5984,2.49617,0.324002,4.8277,5.8632,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2021-11-17 00:00:00
moula,المولى,0.00158292,32,0.0,25.6329,0.087285,0.925191,0.0,0.0,2.53747,0.454318,5.20769,25.0006,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2021-11-17 00:00:00
selbarrak,سيدي البــــراق,0.511944,11,0.26842,181.244,2.69607,27.0223,5.84376,39.106,22.5991,9.06904,20.4068,171.998,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2021-11-17 00:00:00
ziatine,الزياتين,0.0891615,12,0.038006,17.3472,0.277037,2.93613,0.678037,3.61367,2.95,1.03036,3.97167,19.6408,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2021-11-17 00:00:00
gamgoum,القمقوم,0.0429593,13,0.0,17.8512,0.148523,1.91045,0.0367,0.6685,1.41945,0.252485,0.967581,16.82,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2021-11-17 00:00:00
harka,الحركة,0.25156,35,0.0,28.7311,0.408349,3.06716,0.0,0.0,2.95,,3.72167,,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2021-11-17 00:00:00
siliana,سليانـــــــة,0.00407444,14,0.0,2.64346,0.0850742,1.55006,0.0,0.0,3.5364,4.98722,8.2509,6.81019,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2021-11-17 00:00:00
lakhmess,لخمـــــــاس,0.000817234,15,0.000164,1.33365,0.0238714,0.211204,0.00692,0.127631,1.11476,0.356105,2.92378,2.69907,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2021-11-17 00:00:00
rmil,الرميـــــــل,0.0007893,16,0.0,0.6488,0.0221461,0.37026,0.0144,0.027607,2.37744,0.893488,2.63714,0.935,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2021-11-17 00:00:00
birmcherga,بئر المشارقـــة,0.0149672,17,0.004,21.9515,0.204246,0.814304,0.068,0.312,2.40353,2.43386,6.30934,28.3334,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2021-11-17 00:00:00
rmel,الرمــــــل,0.00207177,18,0.0,0.963022,0.051266,0.414441,0.0,0.0,1.88084,0.449726,4.45528,1.88584,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2021-11-17 00:00:00
nebhana,نبهانــــــة,0.0,19,0.0,1.8113,0.0153613,0.102431,0.0,0.0,2.10584,2.20556,5.99922,7.1982,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2021-11-17 00:00:00
sidisaad,سيدي سعـــد,0.0,20,0.00476,30.08,0.243594,1.51136,0.048075,0.865168,4.64861,18.3352,18.2173,57.4933,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2021-11-17 00:00:00
elhaouareb,هـــــــوارب,0.00636879,21,0.00324,0.300336,0.0666695,0.357647,0.00612,0.00612,1.44806,5.27843,5.87488,1.28177,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2021-11-17 00:00:00
sficifa,سفيسيفة,0.000718307,22,0.0,1.96426,0.0128932,0.112038,0.0,0.0,6.208,0.167111,8.17187,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2021-11-17 00:00:00
sidiach,سيدي يعيــــش,0.00181125,23,0.0,1.337,0.0318263,0.593024,0.0,0.202,0.0535782,0.0,1.34251,2.42152,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2021-11-17 00:00:00
elbrek,البــــــــرك,0.000558056,24,0.0,0.07,0.0118625,0.584956,0.0,0.0,0.154071,0.43402,1.05227,0.09,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2021-11-17 00:00:00
bezirk,بزيـــــــغ,0.0010375,25,0.0,1.809,0.0203555,1.3196,0.0,0.221,0.739386,0.225271,1.20827,1.1864,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2021-11-17 00:00:00
chiba,شيبـــــــة,0.0,26,0.0,0.99636,0.131075,0.959643,0.0,0.053721,0.876322,0.0799956,1.5662,0.45076,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2021-11-17 00:00:00
masri,مصــــــري,0.00100282,27,0.0,4.87772,0.0392121,0.265247,0.095445,0.25357,0.53555,0.271024,1.0585,4.56539,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2021-11-17 00:00:00
lebna,لبنــــــــة,0.0,28,0.003,6.70693,1.00578,2.4711,0.057,0.531967,2.41617,0.7834,3.11568,11.6243,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2021-11-17 00:00:00
hma,الحمـــــى,0.0,29,0.0,0.818932,0.00373823,0.0703174,0.0,0.0,0.258733,0.0167605,0.687324,0.602764,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2021-11-17 00:00:00
abid,العبيـــــــد,0.000478017,30,0.0,3.40652,0.142222,2.6443,0.0,0.1213,1.04079,0.212707,1.10231,3.80756,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2021-11-17 00:00:00
mellegue,مـــــلاق,0.0,1,0.02,14.7945,1.13412,10.1747,0.2858,1.771,14.3448,20.7257,65.9494,14.0944,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2021-11-16 00:00:00
sarrat,سراط,0.185062,36,0.0,8.57806,0.185062,6.31983,0.054121,2.48897,3.098,,6.18827,,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2021-11-16 00:00:00
benmetir,بنيمطيــر,0.0,2,0.02246,9.07788,0.00431622,1.86787,0.35936,1.78793,2.85609,0.166901,2.44763,18.9444,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2021-11-16 00:00:00
kasseb,كســاب,0.136201,3,0.081216,20.0635,0.513386,2.19201,1.34611,6.61651,3.56234,0.561489,3.25292,30.271,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2021-11-16 00:00:00
barbara,بربرة,0.065745,4,0.0,40.9531,0.354464,12.1028,0.107484,10.1932,6.0035,1.79698,4.87163,42.8336,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2021-11-16 00:00:00
sidisalem,سيدي ســــالم,0.150384,5,0.34526,96.1433,3.51094,13.0921,5.90576,42.234,14.0,16.1196,34.0997,234.34,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2021-11-16 00:00:00
bouheurtma,بو هرتمـــــه,0.0,6,0.29786,18.576,0.195928,5.94447,2.15647,14.2359,4.76869,1.92819,5.23833,19.5589,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2021-11-16 00:00:00
joumine,جوميــــــن,0.0430483,7,0.093199,27.2579,0.734547,4.74544,1.59575,8.20889,3.36585,0.895228,3.49596,26.693,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2021-11-16 00:00:00
ghezala,غزالـــــــة,0.0152091,8,0.0,4.29037,0.0806942,0.422314,0.0,0.6515,0.368189,0.192757,0.477459,4.56243,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2021-11-16 00:00:00
melah,المالح,0.00832239,33,0.0,5.8402,0.256163,3.11556,0.0,0.0,2.26,0.0024611,2.94533,10.62,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2021-11-16 00:00:00
tine,الطين,0.00127656,34,0.0,4.15,0.0399993,0.907042,0.0,0.0,1.67,,2.94067,8.2777,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2021-11-16 00:00:00
sejnane,سجنــــــان,0.257746,9,0.732979,96.924,3.52732,24.1128,11.6915,56.0368,10.0996,13.2212,8.66846,85.5457,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2021-11-16 00:00:00
zarga,الزرقة,0.0,10,0.0071,12.0,0.036572,1.70293,0.1841,2.2878,1.72,0.0810744,1.32733,12.981,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2021-11-16 00:00:00
kebir,الكبير,0.0085816,31,0.0,5.6428,0.127226,1.69113,0.0,1.5984,2.49617,0.323751,4.7445,5.8632,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2021-11-16 00:00:00
moula,المولى,0.0162695,32,0.0,25.6329,0.0857021,0.923609,0.0,0.0,2.53747,0.438182,5.12311,24.9862,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2021-11-16 00:00:00
selbarrak,سيدي البــــراق,0.199895,11,0.40168,181.024,2.18412,26.5104,5.57534,38.8376,22.5991,8.87731,19.6535,172.218,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2021-11-16 00:00:00
ziatine,الزياتين,0.016042,12,0.038874,17.2984,0.187876,2.84697,0.640031,3.57567,2.95,1.01795,3.87333,19.6896,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2021-11-16 00:00:00
gamgoum,القمقوم,0.0177815,13,0.0,17.8083,0.105564,1.86749,0.0367,0.6685,1.41945,0.251465,0.920266,16.82,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2021-11-16 00:00:00
harka,الحركة,0.0421522,35,0.0,28.4796,0.156789,2.8156,0.0,0.0,2.95,,3.62333,,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2021-11-16 00:00:00
siliana,سليانـــــــة,0.00440039,14,0.0,2.64346,0.0809998,1.54598,0.0,0.0,3.5364,4.97175,8.13302,6.87149,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2021-11-16 00:00:00
lakhmess,لخمـــــــاس,0.00094722,15,0.000196,1.33365,0.0230542,0.210387,0.006756,0.127467,1.11476,0.355158,2.88662,2.7304,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2021-11-16 00:00:00
rmil,الرميـــــــل,0.00187374,16,0.00432,0.6488,0.0213568,0.36947,0.0144,0.027607,2.37744,0.892173,2.55789,0.935,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2021-11-16 00:00:00
birmcherga,بئر المشارقـــة,0.0145196,17,0.004,21.9515,0.189279,0.799337,0.064,0.308,2.40353,2.42034,6.22922,28.3334,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2021-11-16 00:00:00
rmel,الرمــــــل,0.00298578,18,0.0,0.963022,0.0491943,0.412369,0.0,0.0,1.88084,0.449726,4.39258,1.90398,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2021-11-16 00:00:00
nebhana,نبهانــــــة,0.00201312,19,0.0,1.818,0.0153613,0.102431,0.0,0.0,2.10584,2.17839,5.92903,7.1982,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2021-11-16 00:00:00
sidisaad,سيدي سعـــد,0.0236663,20,0.005823,30.1544,0.243594,1.51136,0.043315,0.860408,4.64861,18.3352,18.0624,57.5929,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2021-11-16 00:00:00
elhaouareb,هـــــــوارب,0.00600879,21,0.00288,0.300336,0.0603007,0.351278,0.00288,0.00288,1.44806,5.27843,5.82661,1.34441,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2021-11-16 00:00:00
sficifa,سفيسيفة,0.000718307,22,0.0,1.96426,0.0121749,0.11132,0.0,0.0,6.208,0.166169,7.96493,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2021-11-16 00:00:00
sidiach,سيدي يعيــــش,0.00181125,23,0.0,1.337,0.030015,0.591213,0.0,0.202,0.0535782,0.0,1.34073,2.42152,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2021-11-16 00:00:00
elbrek,البــــــــرك,0.000558056,24,0.0,0.07,0.0113044,0.584398,0.0,0.0,0.154071,0.432742,1.04713,0.09,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2021-11-16 00:00:00
bezirk,بزيـــــــغ,0.0,25,0.0,1.809,0.019318,1.31856,0.0,0.221,0.739386,0.219119,1.18362,1.1864,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2021-11-16 00:00:00
chiba,شيبـــــــة,0.0,26,0.0,1.00204,0.131075,0.959643,0.0,0.053721,0.876322,0.0799956,1.53699,0.4588,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2021-11-16 00:00:00
masri,مصــــــري,0.000466083,27,0.031134,4.87772,0.0382093,0.264244,0.095445,0.25357,0.53555,0.269109,1.04065,4.54279,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2021-11-16 00:00:00
lebna,لبنــــــــة,0.00619051,28,0.002,6.73316,1.00578,2.4711,0.054,0.528967,2.41617,0.770836,3.03515,11.6243,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2021-11-16 00:00:00
hma,الحمـــــى,0.0,29,0.0,0.822275,0.00373823,0.0703174,0.0,0.0,0.258733,0.0160534,0.678699,0.602764,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2021-11-16 00:00:00
abid,العبيـــــــد,0.000537769,30,0.0,3.40652,0.141744,2.64382,0.0,0.1213,1.04079,0.203517,1.06761,3.80756,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2021-11-16 00:00:00
mellegue,مـــــلاق,0.0219621,1,0.02,14.8246,1.13412,10.1747,0.2658,1.751,14.3448,20.6912,65.4712,14.1494,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2021-11-15 00:00:00
sarrat,سراط,0.0,36,0.0,8.39419,0.0,6.13477,0.054121,2.48897,3.098,,6.085,,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2021-11-15 00:00:00
benmetir,بنيمطيــر,0.0,2,0.02246,9.11452,0.00431622,1.86787,0.3369,1.76547,2.85609,0.166901,2.35243,19.0174,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2021-11-15 00:00:00
kasseb,كســاب,0.189838,3,0.081216,20.0099,0.377185,2.05581,1.2649,6.5353,3.56234,0.561489,3.13418,30.3924,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2021-11-15 00:00:00
barbara,بربرة,0.0349242,4,0.0,40.8939,0.288719,12.0371,0.107484,10.1932,6.0035,1.60999,4.67151,42.8034,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2021-11-15 00:00:00
sidisalem,سيدي ســــالم,0.436176,5,0.44066,96.3323,3.36055,12.9417,5.5605,41.8887,14.0,15.9479,33.633,235.169,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2021-11-15 00:00:00
bouheurtma,بو هرتمـــــه,0.0,6,0.21574,18.8789,0.195928,5.94447,1.85861,13.9381,4.76869,1.89643,5.07937,19.5898,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2021-11-15 00:00:00
joumine,جوميــــــن,0.0514436,7,0.102809,27.3117,0.691499,4.70239,1.50256,8.11569,3.36585,0.875855,3.38377,26.693,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2021-11-15 00:00:00
ghezala,غزالـــــــة,0.00812798,8,0.0,4.27617,0.0654851,0.407104,0.0,0.6515,0.368189,0.189262,0.465186,4.56981,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2021-11-15 00:00:00
melah,المالح,0.0155449,33,0.0,5.833,0.24784,3.10724,0.0,0.0,2.26,0.0024611,2.87,10.656,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2021-11-15 00:00:00
tine,الطين,0.00127656,34,0.0,4.15,0.0387227,0.905765,0.0,0.0,1.67,,2.885,8.3004,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2021-11-15 00:00:00
sejnane,سجنــــــان,0.192097,9,0.731909,96.9869,3.26957,23.8551,10.9585,55.3038,10.0996,13.0266,8.33181,85.5457,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2021-11-15 00:00:00
zarga,الزرقة,0.0317507,10,0.0,12.01,0.036572,1.70293,0.177,2.2807,1.72,0.0810744,1.27,13.033,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2021-11-15 00:00:00
kebir,الكبير,0.0840904,31,0.0,5.6352,0.118645,1.68255,0.0,1.5984,2.49617,0.322997,4.66129,5.8632,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2021-11-15 00:00:00
moula,المولى,0.0165853,32,0.0,25.6185,0.0694326,0.907339,0.0,0.0,2.53747,0.436105,5.03853,24.9862,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2021-11-15 00:00:00
selbarrak,سيدي البــــراق,0.355299,11,0.33693,181.244,1.98423,26.3105,5.17366,38.4359,22.5991,8.87731,18.9002,172.659,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2021-11-15 00:00:00
ziatine,الزياتين,0.0420918,12,0.037855,17.3228,0.171834,2.83092,0.601157,3.53679,2.95,1.00582,3.775,19.7384,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2021-11-15 00:00:00
gamgoum,القمقوم,0.0313008,13,0.0,17.7939,0.0877825,1.84971,0.0367,0.6685,1.41945,0.248149,0.87295,16.82,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2021-11-15 00:00:00
harka,الحركة,0.00193025,35,0.0,28.4393,0.114637,2.77345,0.0,0.0,2.95,,3.525,,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2021-11-15 00:00:00
siliana,سليانـــــــة,0.00488932,14,0.0,2.64346,0.0765994,1.54158,0.0,0.0,3.5364,4.94848,8.01514,6.9328,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2021-11-15 00:00:00
lakhmess,لخمـــــــاس,0.00116053,15,0.000246,1.33365,0.022107,0.209439,0.00656,0.127271,1.11476,0.351151,2.84946,2.7304,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2021-11-15 00:00:00
rmil,الرميـــــــل,0.00098775,16,0.0,0.6522,0.0194831,0.367596,0.01008,0.023287,2.37744,0.8902,2.47865,0.935,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2021-11-15 00:00:00
birmcherga,بئر المشارقـــة,0.0154148,17,0.004,21.9515,0.174759,0.784817,0.06,0.304,2.40353,2.42034,6.1491,28.3898,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2021-11-15 00:00:00
rmel,الرمــــــل,0.00310765,18,0.0,0.963022,0.0462085,0.409384,0.0,0.0,1.88084,0.449726,4.32989,1.94026,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2021-11-15 00:00:00
nebhana,نبهانــــــة,0.0,19,0.0,1.818,0.0133482,0.100418,0.0,0.0,2.10584,2.17056,5.85883,7.2134,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2021-11-15 00:00:00
sidisaad,سيدي سعـــد,0.0250477,20,0.0039,30.1544,0.219928,1.48769,0.037492,0.854585,4.64861,18.2983,17.9074,57.5929,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2021-11-15 00:00:00
elhaouareb,هـــــــوارب,0.00357576,21,0.0,0.300336,0.054292,0.345269,0.0,0.0,1.44806,5.27843,5.77834,1.40689,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2021-11-15 00:00:00
sficifa,سفيسيفة,0.000718307,22,0.0,1.96426,0.0114566,0.110602,0.0,0.0,6.208,0.165228,7.758,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2021-11-15 00:00:00
sidiach,سيدي يعيــــش,0.00181125,23,0.0,1.337,0.0282038,0.589401,0.0,0.202,0.0535782,0.0,1.33894,2.42152,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2021-11-15 00:00:00
elbrek,البــــــــرك,0.000558056,24,0.0,0.07,0.0107464,0.58384,0.0,0.0,0.154071,0.431463,1.042,0.09,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2021-11-15 00:00:00
bezirk,بزيـــــــغ,0.00103893,25,0.0,1.8148,0.019318,1.31856,0.0,0.221,0.739386,0.218681,1.15898,1.1864,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2021-11-15 00:00:00
